timestamp,source_ip,session_id,request_count,request_rate,burst_rate,unique_endpoints,status_2xx_count,status_4xx_count,status_5xx_count,avg_request_size,max_request_size,avg_response_size,payload_variance,avg_time_gap,std_time_gap,session_duration,unique_ports,protocol_tcp_ratio,protocol_udp_ratio,country_count,ip_entropy,asn_count,suspicious_method_ratio,auth_failure_rate,endpoint_repeat_ratio,is_malicious,failed_request_ratio
2026-02-08 05:30:57.702512,192.168.0.253,sess_125497,38,1.8441052355330416,6.887369939607776,14,26,8,2,438.9037143782326,2090.4325165433042,875.2498327269176,48.147924400228966,164.33911492394765,75.75996320422598,369.66887812958413,5,0.829184152365501,0.05185413983839191,1,0.6425176202409786,3,0.3590922050787035,0.21792926455664416,0.3240845882713608,0,
2026-02-08 05:30:58.702512,192.168.18.109,sess_931610,44,1.6190734484485803,4.870240534059446,19,26,8,2,451.92086110995876,1625.3666231693633,742.0311852904657,31.43014994842709,132.75968872709194,123.27479567117608,486.75589999227464,1,0.6319273902216335,0.2455326668639516,4,1.0384642841443814,3,0.32676803646774594,0.038232425370862896,0.09270232617495357,0,
2026-02-08 05:30:59.702512,192.168.26.237,sess_462579,33,1.3192787657709022,5.349339111463148,18,30,7,1,358.5362565709519,1193.8016190843423,886.5622059328708,44.61060850884266,172.2241285417875,38.34255324448735,191.30187485807792,3,0.7815405900977733,0.25993824236166213,4,1.3227414792691392,2,0.02469901284404843,0.03570507800991056,0.03617995517420087,0,
2026-02-08 05:31:00.702512,192.168.254.129,sess_233893,42,0.9832841811799277,1.928085403115868,15,25,8,3,623.4863513407151,1018.4208333750872,572.446894498437,81.60486449839341,222.06056011536478,110.94019798292884,340.6486934323102,1,0.9627845940728376,0.2792637883917445,2,0.7091612267935573,2,0.23068856745411434,0.027302914508908337,0.1816837527287025,0,
2026-02-08 05:31:01.702512,192.168.81.123,sess_479528,47,1.006119538591888,4.862919927345569,18,24,4,2,432.1385983966299,1706.7967719582014,708.1972405342354,51.312329424943144,196.8216817824259,45.73296890713593,391.59061611309085,4,0.6119816353342212,0.016676117166690974,2,1.0395995464244787,2,0.2015151377900641,0.021701828055690996,0.3481662896568936,0,
2026-02-08 05:31:02.702512,192.168.181.236,sess_789848,33,0.7611113467820948,1.0,17,28,6,0,423.1832837114413,1600.9605690342523,1296.4515983617607,54.64142020541405,249.32315981490234,21.969771857550555,151.11508256049012,8,0.7520991164097832,0.25908094520856517,2,1.358328885141456,1,0.14973379564378364,0.1571942884413743,0.2511119782852933,0,
2026-02-08 05:31:03.702512,192.168.238.43,sess_867905,36,1.202264645525779,3.9677102612834867,5,27,4,3,617.6960890192531,2512.284914961332,906.0162632931136,35.54928890669531,127.82462512819889,53.11845046466315,266.81880641875796,6,0.6298931334631475,0.22825732194103657,2,0.1280764874317856,1,0.0448937483657069,0.16997388594523474,0.002489443547443493,0,
2026-02-08 05:31:04.702512,192.168.206.28,sess_315453,39,1.5486937393559672,5.127031115453798,4,31,6,1,463.92716904577117,1161.0737866771499,673.2780654469882,40.68785570857409,255.65450561045301,65.63907295412378,228.63036363970917,2,0.8832488154375098,0.24806618289025986,3,1.4951274766460307,3,0.10920184359182779,0.2728557836982558,0.18704167728363616,0,
2026-02-08 05:31:05.702512,192.168.182.16,sess_661067,42,0.8371661985584897,6.534061588969141,11,30,8,1,486.5281453921529,1263.1207687974586,257.91528279917657,34.94519130096016,194.0309822954025,90.34576216072355,381.57946977356175,6,0.8773748774978226,0.23043922703471031,4,0.34090414121455803,2,0.04602911571452184,0.2931959505285103,0.43470822595019837,0,
2026-02-08 05:31:06.702512,192.168.222.44,sess_286165,36,1.181391070668113,3.0016801130960484,16,40,5,3,620.9459583403229,1214.5389500119352,618.6013877488458,60.85253529616965,385.95831389900314,95.46136919747373,510.3033522343807,8,0.6127040057714643,0.24696472042941547,3,0.1003817213821374,1,0.03214215383155801,0.0225718676989619,0.5221515001088486,0,
2026-02-08 05:31:07.702512,192.168.207.169,sess_207498,39,0.8613188856391153,5.747368286940204,7,22,4,1,363.1597876795567,1332.4596225796158,917.2419475614613,69.8825757206256,94.32946663194937,52.628615445683636,305.10473349116006,6,0.9259038644799836,0.31586721063412243,4,0.44167566876112296,2,0.031181525816713764,0.22994860109999007,0.38312476347359126,0,
